2000,SC,South Carolina,4024223
2000,SD,South Dakota,755844
2000,TN,Tennessee,5703719
2000,TX,Texas,20944499
2000,UT,Utah,2244502
2000,VA,Virginia,7105817
2000,VT,Vermont,609618
2000,WA,Washington,5910512
2000,WI,Wisconsin,5373999
2000,WV,West Virginia,1807021
2000,WY,Wyoming,494300
2020,AK,Alaska,731158
2020,AL,Alabama,4921532
2020,AR,Arkansas,3030522
2020,AZ,Arizona,7421401
2020,CA,California,39368078
2020,CO,Colorado,5807719
2020,CT,Connecticut,3557006
2020,DC,District of Columbia,712816
2020,DE,Delaware,986809
2020,FL,Florida,21733312
2020,GA,Georgia,10710017
2020,HI,Hawaii,1407006
2020,IA,Iowa,3163561
2020,ID,Idaho,1826913
2020,IL,Illinois,12587530
2020,IN,Indiana,6754953
2020,KS,Kansas,2913805
2020,KY,Kentucky,4477251
2020,LA,Louisiana,4645318
2020,MA,Massachusetts,6893574
2020,MD,Maryland,6055802
2020,ME,Maine,1350141
2020,MI,Michigan,9966555
2020,MN,Minnesota,5657342
2020,MO,Missouri,6151548
2020,MS,Mississippi,2966786
2020,MT,Montana,1080577
2020,NC,North Carolina,10600823
2020,ND,North Dakota,765309
2020,NE,Nebraska,1937552
2020,NH,New Hampshire,1366275
2020,NJ,New Jersey,8882371
2020,NM,New Mexico,2106319
2020,NV,Nevada,3138259
2020,NY,New York,19336776
2020,OH,Ohio,11693217
2020,OK,Oklahoma,3980783
2020,OR,Oregon,4241507
2020,PA,Pennsylvania,12783254
2020,RI,Rhode Island,1057125
2020,SC,South Carolina,5218040
2020,SD,South Dakota,892717
2020,TN,Tennessee,6886834
2020,TX,Texas,29360759
2020,UT,Utah,3249879
2020,VA,Virginia,8590563
2020,VT,Vermont,623347
2020,WA,Washington,7693612
2020,WI,Wisconsin,5832655
2020,WV,West Virginia,1784787
2020,WY,Wyoming,582328
